model_key,model,runs_dir,train_root,train_split,test_root,test_split,in_miou,in_precision,in_recall,in_f1,in_biou,in_bfi,out_miou,out_biou,out_f1,out_bfi,delta_miou,delta_f1,delta_bfi,miou_over_delta,f1_over_delta,bfi_over_delta,in_checkpoint,out_checkpoint
fcn,FCN-R50,runs,CommonDataset,val,carl-dataset,test,0.9957018633856081,0.9992124172507238,0.9961447526201908,0.997675726821153,0.7631164150499624,0.8656444550819491,0.1814350024053885,0.000368188512450628,0.5325013409485333,0.0007360881274528797,0.8142668609802195,0.4651743858726197,0.8649083669544962,0.1814/0.8143,0.5325/0.4652,0.0007/0.8649,runs\benchmark_fcn\checkpoints\best.pth,runs\benchmark_fcn\checkpoints\best.pth
