model_key,model,runs_dir,train_root,train_split,test_root,test_split,in_miou,in_precision,in_recall,in_f1,in_biou,in_bfi,out_miou,out_biou,out_f1,out_bfi,delta_miou,delta_f1,delta_bfi,miou_over_delta,f1_over_delta,bfi_over_delta,in_checkpoint,out_checkpoint
auraseg_v4_r50,AURASeg V4-R50,runs,CommonDataset,val,carl-dataset,test,0.99069461007394,0.9959146851092359,0.9937399422749916,0.9948256251684994,0.8123908608077206,0.8904885524002575,0.20752464213886707,0.03635350463455302,0.4077327774911606,0.05910645299501496,0.783169967935073,0.5870928476773387,0.8313820994052425,0.2075/0.7832,0.4077/0.5871,0.0591/0.8314,runs\auraseg_v4_resnet50\checkpoints\best.pth,runs\auraseg_v4_resnet50\checkpoints\best.pth
