filename,upernet_precision,upernet_recall,upernet_f1,auraseg_precision,auraseg_recall,auraseg_f1
scene02_0047.png,0.95,0.9061689994815967,0.9275669938975856,0.9994517543859649,0.9803006739243131,0.9897835854310613
scene03_0013.png,1.0,0.7677793904208998,0.8686371100164203,1.0,0.7677793904208998,0.8686371100164203
scene04_0007.png,0.9966178128523112,0.6440071556350626,0.7824201328619407,0.9950385887541345,0.651520572450805,0.7874458765044585
scene04_0011.png,0.9294173377546187,0.689813182939725,0.7918876575534877,0.9885114885114885,0.6922805780754318,0.8142914502096141
scene04_0020.png,0.9938063063063063,0.5782980069598228,0.7311425856303863,0.9933554817275747,0.57291996203733,0.7267089414527764
scene04_0049.png,0.9912832929782083,0.6226301534757749,0.7648525020980316,1.0,0.6244357508275654,0.7688032604668394
scene04_0052.png,0.9882257409663012,0.6768763796909493,0.8034422076150434,0.9940677966101695,0.6506622516556292,0.7865149560837786
scene04_0066.png,0.9917027417027418,0.6615096108766995,0.793631736111303,0.9982443820224719,0.6884669479606188,0.814909167672141
scene04_0067.png,0.9964507542147294,0.609282245008095,0.7561901671844647,0.9982054733064154,0.6114409066378845,0.7583574469698041
scene06_0003.png,0.9931176875430144,0.7316247582205029,0.842548393028633,1.0,0.746615087040619,0.8549280177187154
scene06_0019.png,1.0,0.69182156133829,0.8178422324763788,1.0,0.6992565055762082,0.8230146576241524
scene06_0043.png,1.0,0.6005603985056039,0.7504376580431823,1.0,0.6002490660024906,0.7501945525291829
scene06_0045.png,0.9980119284294234,0.5902758032413989,0.7418080250213364,1.0,0.5931191356269548,0.7446011065500625
scene06_0049.png,0.9976459510357816,0.7286615742278313,0.8421978802331264,1.0,0.739289272666888,0.8501050219591368
scene06_0052.png,1.0,0.7009529147982063,0.8241884989289834,0.9995916700694161,0.7065582959641256,0.8279105601790884
scene06_0066.png,0.9935483870967742,0.7574052132701422,0.8595530205546806,0.9960191082802548,0.7668838862559242,0.8665604482044531
scene07_0007.png,0.9837595024187975,0.8038079470198676,0.8847260071208545,0.9787234042553191,0.8073951434878587,0.8848421896879294
scene07_0011.png,0.9842794759825327,0.6744118501306999,0.8004017769822713,0.9947916666666666,0.6880627359860587,0.8134739105460776
scene07_0016.png,0.9634776987718164,0.7871944739638682,0.8664607024345587,0.9708146247594612,0.7890541976620616,0.8705482420719811
scene07_0036.png,0.9726384364820847,0.8026418026418026,0.8795008819136699,0.9756410256410256,0.8093758093758093,0.8847650389594252
scene07_0044.png,0.9902945113788487,0.7925437484149125,0.8804519644689459,0.986735684244581,0.8044636063910728,0.8863256604132087
scene07_0046.png,0.9958782498414711,0.8278989948516793,0.9041527461070203,0.9990743597655045,0.8438342731061534,0.9149158792946315
scene07_0068.png,0.9939329050678087,0.7838725985844287,0.8764926956447078,1.0,0.7732558139534884,0.8721311475409836
scene08_0010.png,1.0,0.6213102951763859,0.766429840142096,1.0,0.6213102951763859,0.766429840142096
scene08_0012.png,0.9725158562367865,0.5835168291915697,0.7293926073456409,0.9840933191940615,0.5885498584460522,0.7365790179797709
scene08_0025.png,1.0,0.5440158259149357,0.7046764894298526,1.0,0.5436861193537751,0.7043998291328493
scene08_0027.png,1.0,0.5406940063091482,0.7018837018837019,1.0,0.5400630914826499,0.7013519049569849
scene08_0035.png,0.9994725738396625,0.6457201086956522,0.7845640767420771,1.0,0.6460597826086957,0.7849773008666941
scene08_0039.png,1.0,0.6142896249657815,0.7610649482787858,1.0,0.6140158773610731,0.7608548168249661
scene08_0040.png,0.9953330504879083,0.6408240715641095,0.7796725257975662,1.0,0.6413662239089184,0.7815028901734103
scene09_0009.png,0.9848914069877243,0.7578397212543554,0.8565748522438823,1.0,0.7707317073170732,0.8705234159779615
scene09_0013.png,0.9159975293390982,0.5330220146764509,0.6738996041060138,0.9670530811470409,0.5640426951300868,0.7125083024529272
scene09_0028.png,0.9718381976446493,0.5938864628820961,0.7372452695465906,0.9994890137966275,0.613391557496361,0.7602275503656571
scene09_0033.png,1.0,0.6269791006966434,0.7707279096924873,0.998389694041868,0.6247625079164028,0.7685741957839187
scene09_0051.png,0.9915102770330653,0.6108165429480382,0.7559392655262811,1.0,0.6232767762460233,0.7679242201535196
scene10_0007.png,0.9935205183585313,0.9079457364341085,0.9488074967723331,0.9868565169769989,0.8948643410852714,0.9386118063438125
scene10_0017.png,0.9896507115135834,0.7202408522464103,0.8337217248085785,0.9896507115135834,0.7207040296433534,0.8340319567212008
scene10_0022.png,0.9976878612716763,0.828978622327791,0.905542326610624,0.9982618771726536,0.8304038004750594,0.9066287696063329
scene10_0028.png,1.0,0.725596041385515,0.8409801876955162,1.0,0.7260458839406208,0.8412822517591868
scene10_0042.png,0.9987730061349693,0.8441754916792739,0.9149899680104429,1.0,0.843166918809884,0.9149110807113543
scene11_0014.png,0.9973154362416108,0.6169436562626672,0.7623155843311017,1.0,0.6205918119173085,0.7658829414707353
