Model,Encoder,Params (M),mIoU,IoU (Drivable),IoU (Background),Dice,Precision,Recall,F1,Accuracy,Boundary IoU,Boundary F1,Boundary Precision,Boundary Recall,Latency (ms),FPS
AURASeg V4-R50,ResNet-50,43.054099,0.4759614452606124,0.814922042828143,0.1370008476930808,0.8544194793839073,0.8684639088632801,0.9463950779896118,0.8544194748145343,0.8231326587645053,0.04843475280065937,0.06830345449387211,0.06710340166173386,0.08489073889574139,41.292458001116756,24.217497538484025
